ano,sigla_uf,vagas,id_municipio_tse
2000,PR,9,77933
2000,PR,11,77950
2000,PR,9,74683
2000,PR,13,79553
2000,PR,9,77976
2000,PR,9,77992
2000,PR,9,78018
2000,PR,9,74705
2000,PR,9,78034
2000,PR,9,74721
2000,PR,11,78050
2000,PR,9,78077
2000,PR,9,78093
2000,PR,11,78115
2000,PR,9,75604
2000,PR,9,78131
2000,PR,9,78158
2000,PR,9,78174
2000,PR,9,78190
2000,PR,9,74748
2000,PR,9,75620
2000,PR,9,78212
2000,PR,13,78239
2000,PR,13,78255
2000,PR,9,78271
2000,PR,9,78298
2000,PR,9,75744
2000,PR,9,78310
2000,PR,9,78336
2000,PR,9,78352
2000,PR,9,78379
2000,PR,9,78395
2000,PR,9,78557
2000,PR,9,78417
2000,PR,9,78433
2000,PR,9,78450
2000,PR,9,79715
2000,PR,9,78476
2000,PR,9,78492
2000,PR,9,78514
2000,PR,9,74764
2000,PR,9,74802
2000,PR,9,78530
2000,PR,9,74829
2000,PR,9,74080
2000,PR,9,84670
2000,PR,13,78590
2000,PR,9,78611
2000,PR,9,78638
2000,PR,11,78573
2000,PR,9,78654
2000,PR,9,78670
2000,PR,9,78697
2000,PR,9,78719
2000,PR,9,78735
2000,PR,9,78751
2000,PR,9,78778
2000,PR,9,78816
2000,PR,9,78794
2000,PR,9,79995
2000,PR,9,78832
2000,PR,9,84719
2000,PR,21,78859
2000,PR,9,74845
2000,PR,13,78875
2000,PR,11,78891
2000,PR,9,74861
2000,PR,9,78913
2000,PR,9,78930
2000,PR,9,78956
2000,PR,9,78972
2000,PR,9,78999
2000,PR,15,84611
2000,PR,9,75060
2000,PR,11,79014
2000,PR,9,75647
2000,PR,9,79030
2000,PR,9,79057
2000,PR,9,79073
2000,PR,9,75787
2000,PR,9,75663
2000,PR,9,79090
2000,PR,9,79111
2000,PR,9,79731
2000,PR,9,79138
2000,PR,13,79154
2000,PR,9,79170
2000,PR,9,79197
2000,PR,9,79219
2000,PR,9,79235
2000,PR,9,79251
2000,PR,17,79278
2000,PR,9,79294
2000,PR,9,79871
2000,PR,9,74888
2000,PR,9,79316
2000,PR,9,79936
2000,PR,9,84530
2000,PR,9,79332
2000,PR,19,79359
2000,PR,13,79375
2000,PR,9,79391
2000,PR,9,79413
2000,PR,9,74900
2000,PR,9,79898
2000,PR,9,79456
2000,PR,9,74926
2000,PR,9,74969
2000,PR,9,79472
2000,PR,11,79430
2000,PR,9,79499
2000,RR,9,3050
2000,RR,9,3042
2000,RR,17,3018
2000,RR,11,3077
2000,RR,9,3069
2000,RR,12,3034
2000,RR,9,3000
2000,RR,9,3026
2000,RR,11,3093
2000,RR,11,3115
2000,RR,9,3123
2000,RR,11,3085
2000,RR,11,3131
2000,RR,11,3158
2000,RR,9,3107
2000,ES,11,56014
2000,ES,13,56022
2000,ES,11,57991
2000,ES,15,56030
2000,ES,13,56057
2000,ES,11,56065
2000,ES,13,56073
2000,ES,11,56090
2000,ES,17,56111
2000,ES,11,56138
2000,ES,15,56154
2000,ES,13,56170
2000,ES,13,56197
2000,ES,11,56219
2000,ES,9,56146
2000,ES,19,56235
2000,ES,21,56251
2000,ES,15,56278
2000,ES,17,56294
2000,ES,13,56316
2000,ES,11,56332
2000,ES,11,56359
2000,ES,15,56375
2000,ES,11,56391
2000,ES,15,56413
2000,ES,13,56430
2000,ES,9,56308
2000,ES,15,56456
2000,ES,13,56472
2000,ES,9,57096
2000,ES,11,56499
2000,ES,11,56502
2000,ES,13,56510
2000,ES,9,56049
2000,ES,13,56537
2000,ES,11,56553
2000,ES,13,56570
2000,ES,15,56596
2000,ES,13,57134
2000,ES,13,56618
2000,ES,13,56626
2000,ES,11,57916
2000,ES,17,56634
2000,ES,13,56650
2000,ES,11,56120
2000,ES,9,56103
2000,ES,11,57070
2000,ES,9,56677
2000,ES,13,56693
2000,ES,9,56715
2000,ES,9,56731
2000,ES,13,56758
2000,ES,13,56774
2000,ES,15,56790
2000,ES,13,57150
2000,ES,15,56812
2000,ES,11,56839
2000,ES,9,56200
2000,ES,13,56855
2000,ES,13,57118
2000,ES,13,56871
2000,ES,13,56898
2000,ES,13,57932
2000,ES,15,56910
2000,ES,9,56006
2000,ES,11,56936
2000,ES,13,56952
2000,ES,17,56979
2000,ES,9,56162
2000,ES,21,56995
2000,ES,9,56189
2000,ES,11,57959
2000,ES,9,57975
2000,ES,15,57010
2000,ES,9,56081
2000,ES,9,56227
2000,ES,21,57037
2000,ES,21,57053
2000,RN,10,16012
2000,RN,10,16055
2000,RN,9,16071
2000,RN,10,16098
2000,RN,9,16110
2000,RN,9,16136
2000,RN,10,16152
2000,RN,9,16179
2000,RN,12,16195
2000,RN,11,16217
2000,RN,10,16233
2000,RN,13,16039
2000,RN,9,16276
2000,RN,11,30031
2000,RN,9,16292
2000,RN,9,16314
2000,RN,9,16101
2000,RN,9,16330
2000,RN,9,16357
2000,RN,9,16047
2000,RN,9,16373
2000,RN,14,16390
2000,RN,10,16250
2000,RN,10,16411
2000,RN,11,16438
2000,RN,11,16454
2000,RN,9,16470
2000,RN,10,16497
2000,RN,14,16519
2000,RN,10,16535
2000,RN,9,16551
2000,RN,9,16578
2000,RN,9,16594
2000,RN,13,16616
2000,RN,9,16632
2000,RN,9,16659
2000,RN,9,16675
2000,RN,10,16691
2000,RN,12,16713
2000,RN,9,16730
2000,RN,9,16144
2000,RN,10,16756
2000,RN,9,16772
2000,RN,9,17515
2000,RN,9,16799
2000,RN,11,16810
2000,RN,10,16837
2000,RN,10,16853
2000,RN,9,16870
2000,RN,10,16896
2000,RN,11,16918
2000,RN,9,16934
2000,RN,9,16080
2000,RN,9,16950
2000,RN,9,16977
2000,RN,9,16993
2000,RN,9,17019
2000,RN,9,17035
2000,RN,9,17051
2000,RN,9,17078
2000,RN,10,17094
2000,RN,10,17116
2000,RN,12,17132
2000,RN,9,17159
2000,RN,9,17175
2000,RN,10,17191
2000,RN,9,16306
2000,RN,9,17230
2000,RN,9,17256
2000,RN,9,17272
2000,RN,10,17299
2000,RN,9,17310
2000,RN,9,17337
2000,RN,9,17353
2000,RN,9,17370
2000,RN,10,17396
2000,RN,13,17418
2000,RN,14,17434
2000,RN,9,16160
2000,RN,9,17450
2000,RN,10,17477
2000,RN,10,17493
2000,RN,9,17213
2000,RN,10,17531
2000,RN,11,17558
2000,RN,9,17574
2000,RN,21,17590
2000,RN,21,17612
2000,RN,10,17639
2000,RN,12,17655
2000,RN,9,17671
2000,RN,9,17698
2000,RN,9,17710
2000,RN,9,17752
2000,RN,9,17736
2000,RN,11,17779
2000,RN,15,17795
2000,RN,9,17817
2000,RN,9,17833
2000,RN,10,17850
2000,RN,11,17876
2000,RN,9,17892
2000,RN,9,17914
2000,RN,10,17930
2000,RN,10,17957
2000,RN,10,17973
2000,RN,9,17990
2000,RN,10,18015
2000,RN,9,18031
2000,RN,9,16284
2000,RN,9,18058
2000,RN,9,18074
2000,RN,9,18090
2000,RN,9,18937
2000,RN,9,18112
2000,RN,9,18139
2000,RN,9,18155
2000,RN,9,16268
2000,RN,9,18171
2000,RN,9,18198
2000,RN,12,18236
2000,RN,9,16241
2000,RN,11,18279
2000,RN,9,18252
2000,RN,11,18295
2000,RN,9,18317
2000,RN,9,18333
2000,RN,9,18350
2000,RN,9,18210
2000,RN,14,18376
2000,RN,9,18392
2000,RN,10,18430
2000,RN,14,18414
2000,RN,9,18457
2000,RN,11,18473
2000,RN,9,16063
2000,RN,10,18490
2000,RN,9,18511
2000,RN,9,18538
2000,RN,10,18554
2000,RN,9,18570
2000,RN,9,18597
2000,RN,9,18619
2000,RN,9,18635
2000,RN,9,16020
2000,RN,9,18651
2000,RN,9,18678
2000,RN,9,16209
2000,RN,10,18694
2000,RN,9,18716
2000,RN,9,18732
2000,RN,10,18759
2000,RN,10,18775
2000,RN,10,18791
2000,RN,9,16004
2000,RN,9,16225
2000,RN,9,18813
2000,RN,9,18830
2000,RN,12,18856
2000,RN,9,16128
2000,RN,10,18872
2000,RN,9,18899
2000,RN,9,18910
2000,RN,9,16187
2000,RN,9,18953
2000,RN,9,18970
2000,RN,9,18996
2000,PE,13,26310
2000,PE,11,23019
2000,PE,9,23035
2000,PE,11,23051
2000,PE,11,23078
2000,PE,10,23094
2000,PE,9,23116
2000,PE,11,23132
2000,PE,9,23159
2000,PE,9,23175
2000,PE,9,23191
2000,PE,9,23205
2000,PE,13,23213
2000,PE,10,23230
2000,PE,9,23256
2000,PE,11,23272
2000,PE,9,23299
2000,PE,11,23310
2000,PE,15,23337
2000,PE,9,23353
2000,PE,13,23370
2000,PE,9,23396
2000,PE,11,23418
2000,PE,11,23434
2000,PE,13,23450
2000,PE,9,23477
2000,PE,9,23493
2000,PE,11,23515
2000,PE,9,23531
2000,PE,11,23558
2000,PE,21,23574
2000,PE,9,23590
2000,PE,9,23612
2000,PE,9,23639
2000,PE,9,23655
2000,PE,9,23671
2000,PE,15,26298
2000,PE,11,23698
2000,PE,9,23710
2000,PE,9,23736
2000,PE,9,23752
2000,PE,9,23779
2000,PE,9,23167
2000,PE,13,23795
2000,PE,21,23817
2000,PE,9,23221
2000,PE,9,23833
2000,PE,9,23850
2000,PE,9,23876
2000,PE,11,23892
2000,PE,9,23914
2000,PE,9,23930
2000,PE,9,23957
2000,PE,11,23973
2000,PE,9,23990
2000,PE,11,24015
2000,PE,9,23140
2000,PE,13,24031
2000,PE,11,24058
2000,PE,9,24074
2000,PE,9,24090
2000,PE,9,24112
2000,PE,11,24139
2000,PE,9,24155
2000,PE,9,24171
2000,PE,15,24198
2000,PE,9,24210
2000,PE,12,24236
2000,PE,9,24252
2000,PE,13,24279
2000,PE,9,24295
2000,PE,9,24317
2000,PE,9,24333
2000,PE,13,24350
2000,PE,9,24376
2000,PE,9,24392
2000,PE,9,24414
2000,PE,13,24430
2000,PE,11,24457
2000,PE,9,24473
2000,PE,9,24490
2000,PE,11,24511
2000,PE,9,25976
2000,PE,9,24538
2000,PE,9,26336
2000,PE,9,24554
2000,PE,21,24570
2000,PE,9,23302
2000,PE,9,24597
2000,PE,9,23264
2000,PE,13,24619
2000,PE,11,24635
2000,PE,9,23124
2000,PE,11,24651
2000,PE,9,24678
2000,PE,11,24694
2000,PE,9,23027
2000,PE,9,24716
2000,PE,9,24732
2000,PE,9,23183
2000,PE,13,24759
2000,PE,15,24775
2000,PE,9,24791
2000,PE,9,24813
2000,PE,9,23248
2000,PE,9,24830
2000,PE,13,24856
2000,PE,9,25852
2000,PE,11,24872
2000,PE,11,24899
2000,PE,21,24910
2000,PE,13,24937
2000,PE,11,24953
2000,PE,13,24970
2000,PE,15,24996
2000,PE,9,25011
2000,PE,9,25038
2000,PE,9,25054
2000,PE,9,25070
2000,PE,10,25097
2000,PE,11,25119
2000,PE,21,25135
2000,PE,9,25151
2000,PE,13,25178
2000,PE,11,25194
2000,PE,21,25216
2000,PE,9,25232
2000,PE,9,25259
2000,PE,9,25275
2000,PE,12,25291
2000,PE,9,23000
2000,PE,41,25313
2000,PE,11,25330
2000,PE,9,25356
2000,PE,9,25372
2000,PE,9,25399
2000,PE,9,25410
2000,PE,13,25437
2000,PE,9,25453
2000,PE,11,25470
2000,PE,9,23108
2000,PE,9,23043
2000,PE,13,25496
2000,PE,9,23329
2000,PE,9,25518
2000,PE,9,25534
2000,PE,9,25550
2000,PE,9,25577
2000,PE,11,25593
2000,PE,11,25615
2000,PE,9,25631
2000,PE,11,25658
2000,PE,9,25674
2000,PE,13,25690
2000,PE,12,25712
2000,PE,15,25739
2000,PE,11,25755
2000,PE,15,25771
2000,PE,9,25798
2000,PE,11,25810
2000,PE,10,25836
2000,PE,9,25879
2000,PE,15,25895
2000,PE,11,25917
2000,PE,11,25933
2000,PE,11,25950
2000,PE,9,23280
2000,PE,9,25992
2000,PE,9,26018
2000,PE,9,26034
2000,PE,11,26050
2000,PE,11,26077
2000,PE,9,26093
2000,PE,9,26115
2000,PE,9,26131
2000,PE,9,26158
2000,PE,9,26174
2000,PE,9,26190
2000,PE,9,26212
2000,PE,9,23086
2000,PE,9,26239
2000,PE,11,26255
2000,PE,16,26271
2000,PE,9,23060
2000,MT,9,90018
2000,MT,11,91910
2000,MT,15,89877
2000,MT,10,90050
2000,MT,9,90042
2000,MT,9,90077
2000,MT,11,90093
2000,MT,9,98612
2000,MT,9,90263
2000,MT,9,98639
2000,MT,9,90239
2000,MT,11,89893
2000,MT,11,90255
2000,MT,9,90271
2000,MT,9,90310
2000,MT,12,90336
2000,MT,15,90352
2000,MT,9,90905
2000,MT,9,90468
2000,MT,15,90476
2000,MT,11,98655
2000,MT,11,90484
2000,MT,10,90506
2000,MT,9,90743
2000,MT,9,90085
2000,MT,9,91936
2000,MT,10,90760
2000,MT,9,90549
2000,MT,11,90590
2000,MT,9,90522
2000,MT,9,98671
2000,MT,13,89796
2000,MT,9,89788
2000,MT,9,99015
2000,MT,12,90280
2000,MT,9,91006
2000,MT,9,90425
2000,MT,21,90670
2000,MT,9,89800
2000,MT,9,98337
2000,MT,11,90697
2000,MT,11,90719
2000,MT,9,90786
2000,MT,9,99031
2000,MT,9,90824
2000,MT,9,90778
2000,MT,9,90204
2000,MT,11,99058
2000,MT,11,90832
2000,MT,9,99074
2000,MT,9,98698
2000,MT,9,90913
2000,MT,13,90956
2000,MT,9,90565
2000,MT,11,89915
2000,MT,12,98191
2000,MT,13,98310
2000,MT,9,90581
2000,MT,11,91898
2000,MT,9,90301
2000,MT,9,90603
2000,MT,9,91057
2000,MT,9,98710
2000,MT,9,90620
2000,MT,13,91774
2000,MT,11,91170
2000,MT,9,91197
2000,MT,11,91219
2000,MT,9,90387
2000,MT,9,89818
2000,MT,11,98752
2000,MT,9,90140
2000,MT,9,90867
2000,MT,9,90166
2000,MT,9,90123
2000,MT,9,90360
2000,MT,9,90646
2000,MT,9,90964
2000,MT,9,98736
2000,MT,9,89826
2000,MT,9,90883
2000,MT,11,91952
2000,MT,9,98795
2000,MT,9,90808
2000,MT,9,90948
2000,MT,9,98779
2000,MT,11,98833
2000,MT,11,89834
2000,MT,11,91812
2000,MT,13,98817
2000,MT,9,90344
2000,MT,13,91294
2000,MT,9,90700
2000,MT,9,91332
2000,MT,13,89990
2000,MT,9,98850
2000,MT,9,91359
2000,MT,9,98876
2000,MT,9,90182
2000,MT,12,91391
2000,MT,13,98892
2000,MT,13,89931
2000,MT,9,90069
2000,MT,9,98914
2000,MT,9,90662
2000,MT,9,90441
2000,MT,9,89958
2000,MT,9,89960
2000,MT,17,91510
2000,MT,11,91537
2000,MT,9,89974
2000,MT,9,90107
2000,MT,9,90980
2000,MT,9,91049
2000,MT,9,91979
2000,MT,9,90328
2000,MT,9,89843
2000,MT,11,91553
2000,MT,11,91839
2000,MT,9,90026
2000,MT,11,91995
2000,MT,9,90247
2000,MT,9,90409
2000,MT,9,90727
2000,MT,9,90921
2000,MT,15,89850
2000,MT,11,98930
2000,MT,9,90220
2000,MT,14,91855
2000,MT,9,90689
2000,MT,11,98957
2000,MT,9,91618
2000,MT,9,91634
2000,MT,9,90840
2000,MT,9,91022
2000,MT,17,91677
2000,MT,9,98973
2000,MT,10,91090
2000,MT,11,98990
2000,SE,9,31011
2000,SE,11,31038
2000,SE,21,31054
2000,SE,10,31070
2000,SE,11,31097
2000,SE,11,31119
2000,SE,12,31151
2000,SE,9,31135
2000,SE,10,31194
2000,SE,9,31216
2000,SE,10,31232
2000,SE,13,31259
2000,SE,11,31275
2000,SE,9,31291
2000,SE,9,31313
2000,SE,10,31330
2000,SE,9,31372
2000,SE,9,31399
2000,SE,17,31410
2000,SE,9,31437
2000,SE,9,31453
2000,SE,10,31496
2000,SE,9,31470
2000,SE,9,31518
2000,SE,9,31534
2000,SE,11,31550
2000,SE,17,31577
2000,SE,14,31593
2000,SE,9,31615
2000,SE,11,31631
2000,SE,10,31658
2000,SE,9,31674
2000,SE,17,31690
2000,SE,11,31712
2000,SE,9,31739
2000,SE,9,31755
2000,SE,10,31771
2000,SE,11,31798
2000,SE,9,31810
2000,SE,10,31836
2000,SE,9,31852
2000,SE,11,31879
2000,SE,9,31356
2000,SE,13,31895
2000,SE,11,31917
2000,SE,9,31933
2000,SE,17,31950
2000,SE,10,31976
2000,SE,9,31992
2000,SE,9,32018
2000,SE,9,32034
2000,SE,9,32050
2000,SE,13,32077
2000,SE,11,32093
2000,SE,14,32115
2000,SE,13,32131
2000,SE,11,32158
2000,SE,9,32174
2000,SE,10,32190
2000,SE,9,32212
2000,SE,11,32239
2000,SE,9,32255
2000,SE,9,32298
2000,SE,9,31003
2000,SE,10,32310
2000,SE,17,32336
2000,SE,9,32352
2000,SE,9,32379
2000,SE,9,32395
2000,SE,14,32417
2000,SE,9,32433
2000,SE,9,32450
2000,SE,14,32476
2000,SE,10,32492
2000,SE,11,32514
2000,SP,9,61018
2000,SP,9,61034
2000,SP,15,61050
2000,SP,9,61077
2000,SP,9,61093
2000,SP,11,70190
2000,SP,9,61115
2000,SP,15,61131
2000,SP,9,61581
2000,SP,11,61158
2000,SP,11,61174
2000,SP,13,61190
2000,SP,11,61212
2000,SP,9,61220
2000,SP,9,61239
2000,SP,13,61255
2000,SP,11,61271
2000,SP,9,61298
2000,SP,19,61310
2000,SP,13,61336
2000,SP,11,61352
2000,SP,17,61379
2000,SP,9,61395
2000,SP,17,61417
2000,SP,13,61433
2000,SP,11,61450
2000,SP,9,61476
2000,SP,9,61492
2000,SP,9,61514
2000,SP,11,61530
2000,SP,9,61263
2000,SP,19,61557
2000,SP,9,61573
2000,SP,11,61590
2000,SP,11,61611
2000,SP,9,61646
2000,SP,21,61638
2000,SP,17,61654
2000,SP,9,62065
2000,SP,11,61670
2000,SP,11,61697
2000,SP,11,61719
2000,SP,11,61735
2000,SP,11,61751
2000,SP,15,61778
2000,SP,9,61522
2000,SP,17,61794
2000,SP,17,61816
2000,SP,13,61832
2000,SP,11,61859
2000,SP,11,61875
2000,SP,17,61891
2000,SP,11,61913
2000,SP,11,61930
2000,SP,11,61956
2000,SP,9,61972
2000,SP,9,62014
2000,SP,9,61999
2000,SP,15,62030
2000,SP,15,62057
2000,SP,9,61360
2000,SP,9,62073
2000,SP,17,62090
2000,SP,13,62111
2000,SP,19,62138
2000,SP,13,62154
2000,SP,17,62170
2000,SP,21,62197
2000,SP,17,62219
2000,SP,9,62235
2000,SP,11,62251
2000,SP,9,61280
2000,SP,9,62278
2000,SP,17,62294
2000,SP,13,62316
2000,SP,13,62332
2000,SP,11,62359
2000,SP,13,62375
2000,SP,13,62391
2000,SP,11,62413
2000,SP,9,61786
2000,SP,9,62430
2000,SP,11,62456
2000,SP,13,62472
2000,SP,9,61026
2000,SP,17,62499
2000,SP,19,62510
2000,SP,9,62553
2000,SP,9,62081
2000,SP,13,62570
2000,SP,13,62596
2000,SP,11,62618
2000,SP,13,62634
2000,SP,11,62650
2000,SP,11,62677
2000,SP,13,62693
2000,SP,15,62715
2000,SP,15,62731
2000,SP,9,62758
2000,SP,15,62774
2000,SP,11,62790
2000,SP,13,62812
2000,SP,9,62839
2000,SP,15,62855
2000,SP,11,61484
2000,SP,13,62871
2000,SP,13,62898
2000,SP,9,61506
2000,SP,21,62910
2000,SP,17,62936
2000,SP,15,62952
2000,SP,9,62979
2000,SP,11,62995
2000,SP,9,62103
2000,SP,15,63010
2000,SP,11,63037
2000,SP,9,61344
2000,SP,17,63053
2000,SP,11,63070
2000,SP,15,63096
2000,SP,17,63118
2000,SP,21,63134
2000,SP,13,63150
2000,SP,15,63177
2000,SP,11,63193
2000,SP,13,63215
2000,SP,17,63231
2000,SP,11,63258
2000,SP,11,63274
2000,SP,13,63290
2000,SP,13,63312
2000,SP,13,63339
2000,SP,13,63355
2000,SP,13,63371
2000,SP,9,63398
2000,SP,13,63410
2000,SP,11,63436
2000,SP,13,63452
2000,SP,13,63479
2000,SP,9,63495
2000,SP,9,63517
2000,SP,11,63533
2000,SP,11,63550
2000,SP,15,63576
2000,SP,11,63592
2000,SP,17,63614
2000,SP,15,63630
2000,SP,9,63657
2000,SP,9,63673
2000,SP,13,63690
2000,SP,19,63711
2000,SP,15,63738
2000,SP,11,63754
2000,SP,21,63770
2000,SP,9,61123
2000,SP,11,63797
2000,SP,13,63819
2000,SP,11,63835
2000,SP,11,63851
2000,SP,11,63878
2000,SP,13,63894
2000,SP,9,63916
2000,SP,11,63932
2000,SP,11,63959
2000,SP,13,63975
2000,SP,13,63991
2000,SP,9,61760
2000,SP,9,61182
2000,SP,19,64017
2000,SP,15,64033
2000,SP,9,61387
2000,SP,9,61689
2000,SP,15,68659
2000,SP,9,61140
2000,SP,9,61662
2000,SP,9,64050
2000,SP,11,64076
2000,SP,9,61000
2000,SP,9,64092
2000,SP,11,64130
2000,SP,17,64114
2000,SP,9,62286
2000,SP,17,64157
2000,SP,11,64173
2000,SP,11,64190
2000,SP,11,64211
2000,SP,11,64238
2000,SP,21,64254
2000,SP,13,64270
2000,SP,17,64297
2000,SP,9,64319
2000,SP,9,64335
2000,SP,17,64351
2000,SP,9,64378
2000,SP,9,62308
2000,SP,9,64394
2000,SP,9,64416
2000,SP,11,64432
2000,SP,11,64459
2000,SP,11,64475
2000,SP,15,64491
2000,SP,13,64513
2000,SP,13,64530
2000,SP,13,64556
2000,SP,11,64572
2000,SP,11,64599
2000,SP,9,64610
2000,SP,9,64637
2000,SP,11,64653
2000,SP,13,64670
2000,SP,19,64696
2000,SP,11,64718
2000,SP,15,64734
2000,SP,21,64750
2000,SP,33,64777
2000,SP,9,61107
2000,SP,11,64793
2000,SP,9,64815
2000,SP,9,61743
2000,SP,11,61727
2000,SP,9,64831
2000,SP,11,64858
2000,SP,9,61085
2000,SP,13,64874
2000,SP,11,64890
2000,SP,11,64912
2000,SP,17,64939
2000,SP,9,64955
2000,SP,11,64971
2000,SP,9,64998
2000,SP,13,65013
2000,SP,15,65030
2000,SP,9,65056
2000,SP,15,65072
2000,SP,9,62006
2000,SP,11,61204
2000,SP,13,65099
2000,SP,9,65110
2000,SP,11,65137
2000,SP,11,65153
2000,SP,9,65170
2000,SP,9,65196
2000,SP,11,65218
2000,SP,11,65234
2000,SP,9,62243
2000,SP,11,65250
2000,SP,11,65277
2000,SP,13,65293
2000,SP,11,65315
2000,SP,9,65331
2000,SP,13,65358
2000,SP,13,65374
2000,SP,13,65390
2000,SP,9,65412
2000,SP,17,65439
2000,SP,9,61603
2000,SP,17,65455
2000,SP,19,65471
2000,SP,19,65498
2000,SP,17,65510
2000,SP,17,65536
2000,SP,9,61948
2000,SP,15,65552
2000,SP,13,65579
2000,SP,11,65595
2000,SP,11,65617
2000,SP,19,65633
2000,SP,13,65650
2000,SP,11,65676
2000,SP,17,65692
2000,SP,13,65714
2000,SP,13,65730
2000,SP,9,65757
2000,SP,9,65773
2000,SP,19,65790
2000,SP,13,65811
2000,SP,15,65838
2000,SP,11,65854
2000,SP,17,65870
2000,SP,13,65897
2000,SP,11,65919
2000,SP,11,65935
2000,SP,13,65951
2000,SP,13,65978
2000,SP,11,65994
2000,SP,17,66010
2000,SP,17,66036
2000,SP,11,66052
2000,SP,17,66079
2000,SP,11,66095
2000,SP,11,66117
2000,SP,11,66133
2000,SP,15,66150
2000,SP,11,66176
2000,SP,9,62324
2000,SP,21,66192
2000,SP,9,66214
2000,SP,13,66230
2000,SP,13,66257
2000,SP,11,66273
2000,SP,11,66290
2000,SP,11,66311
2000,SP,11,66338
2000,SP,17,66354
2000,SP,17,66370
2000,SP,21,66397
2000,SP,9,66419
2000,SP,17,66435
2000,SP,17,66451
2000,SP,9,62022
2000,SP,13,66478
2000,SP,11,66494
2000,SP,9,66516
2000,SP,11,66532
2000,SP,11,66559
2000,SP,9,66575
2000,SP,11,66591
2000,SP,13,66613
2000,SP,11,66630
2000,SP,11,66656
2000,SP,9,66672
2000,SP,17,66699
2000,SP,15,66710
2000,SP,11,66737
2000,SP,11,66753
2000,SP,13,66770
2000,SP,9,61867
2000,SP,9,66796
2000,SP,21,66818
2000,SP,9,66834
2000,SP,11,66850
2000,SP,17,66877
2000,SP,21,66893
2000,SP,11,66915
2000,SP,9,66931
2000,SP,9,61964
2000,SP,15,66958
2000,SP,11,66974
2000,SP,11,67016
2000,SP,11,66990
2000,SP,15,67032
2000,SP,13,67059
2000,SP,15,67075
2000,SP,11,67091
2000,SP,15,67113
2000,SP,21,67130
2000,SP,19,67156
2000,SP,17,67172
2000,SP,11,67199
2000,SP,9,67210
2000,SP,15,67237
2000,SP,11,67253
2000,SP,17,67270
2000,SP,13,67296
2000,SP,13,67318
2000,SP,11,67334
2000,SP,15,67377
2000,SP,9,67350
2000,SP,15,67393
2000,SP,13,67415
2000,SP,9,61069
2000,SP,11,67431
2000,SP,9,62340
2000,SP,11,67458
2000,SP,11,67474
2000,SP,13,67490
2000,SP,9,67512
2000,SP,9,67539
2000,SP,9,67555
2000,SP,11,67571
2000,SP,11,61980
2000,SP,9,61425
2000,SP,9,62367
2000,SP,11,67598
2000,SP,13,67610
2000,SP,11,67636
2000,SP,11,67652
2000,SP,11,67679
2000,SP,15,67695
2000,SP,9,61409
2000,SP,15,67717
2000,SP,11,67733
2000,SP,11,67750
2000,SP,11,67776
2000,SP,17,67792
2000,SP,11,67814
2000,SP,11,67830
2000,SP,9,67857
2000,SP,13,67873
2000,SP,21,67890
2000,SP,11,67911
2000,SP,15,67938
2000,SP,17,67954
2000,SP,11,67970
2000,SP,9,62383
2000,SP,11,67997
2000,SP,9,68012
2000,SP,11,68039
2000,SP,13,68055
2000,SP,15,68071
2000,SP,9,68098
2000,SP,15,68110
2000,SP,9,68136
2000,SP,11,68152
2000,SP,13,68179
2000,SP,9,68195
2000,SP,9,68217
2000,SP,11,68233
2000,SP,9,68250
2000,SP,9,61824
2000,SP,13,68276
2000,SP,9,68292
2000,SP,15,68314
2000,SP,9,62405
2000,SP,11,68330
2000,SP,13,68357
2000,SP,11,68373
2000,SP,11,68390
2000,SP,13,68411
2000,SP,15,68438
2000,SP,9,61247
2000,SP,11,68454
2000,SP,17,68470
2000,SP,17,68497
2000,SP,11,68519
2000,SP,15,68535
2000,SP,11,68551
2000,SP,17,68578
2000,SP,9,68594
2000,SP,19,68616
2000,SP,13,68632
2000,SP,11,68675
2000,SP,11,68691
2000,SP,11,68713
2000,SP,11,68730
2000,SP,21,68756
2000,SP,13,68870
2000,SP,15,68772
2000,SP,13,68799
2000,SP,9,68810
2000,SP,11,68837
2000,SP,15,68853
2000,SP,9,68896
2000,SP,15,68918
2000,SP,11,68934
2000,SP,11,68950
2000,SP,17,68977
2000,SP,11,68993
2000,SP,13,69019
2000,SP,11,69035
2000,SP,15,69051
2000,SP,9,61808
2000,SP,9,69078
2000,SP,11,69094
2000,SP,11,69116
2000,SP,15,69132
2000,SP,15,69159
2000,SP,9,61565
2000,SP,13,69175
2000,SP,9,62120
2000,SP,13,69191
2000,SP,19,69213
2000,SP,9,62146
2000,SP,11,69230
2000,SP,13,69256
2000,SP,15,69272
2000,SP,19,69299
2000,SP,15,69310
2000,SP,15,69337
2000,SP,9,62162
2000,SP,13,69353
2000,SP,11,69370
2000,SP,9,69396
2000,SP,11,69418
2000,SP,13,69434
2000,SP,15,69450
2000,SP,11,69477
2000,SP,11,69493
2000,SP,11,69515
2000,SP,17,69531
2000,SP,11,69558
2000,SP,9,69574
2000,SP,13,69590
2000,SP,13,69612
2000,SP,11,69639
2000,SP,9,69655
2000,SP,9,62421
2000,SP,9,61700
2000,SP,15,69671
2000,SP,21,69698
2000,SP,11,69736
2000,SP,11,69752
2000,SP,11,69779
2000,SP,19,69795
2000,SP,13,69817
2000,SP,15,69833
2000,SP,11,69850
2000,SP,13,69710
2000,SP,11,61166
2000,SP,9,69876
2000,SP,11,69892
