CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
3172202,3 - Sudeste,31,Minas Gerais,Wenceslau Braz,2552,1 - Até 5000
3200102,3 - Sudeste,32,Espírito Santo,Afonso Cláudio,30586,4 - 20001 até 50000
3200136,3 - Sudeste,32,Espírito Santo,Águia Branca,9642,2 - 5001 até 10000
3200169,3 - Sudeste,32,Espírito Santo,Água Doce do Norte,11019,3 - 10001 até 20000
3200201,3 - Sudeste,32,Espírito Santo,Alegre,30084,4 - 20001 até 50000
3200300,3 - Sudeste,32,Espírito Santo,Alfredo Chaves,14601,3 - 10001 até 20000
3200359,3 - Sudeste,32,Espírito Santo,Alto Rio Novo,7836,2 - 5001 até 10000
3200409,3 - Sudeste,32,Espírito Santo,Anchieta,29263,4 - 20001 até 50000
3200508,3 - Sudeste,32,Espírito Santo,Apiacá,7567,2 - 5001 até 10000
3200607,3 - Sudeste,32,Espírito Santo,Aracruz,101220,6 - 100001 até 500000
3200706,3 - Sudeste,32,Espírito Santo,Atilio Vivacqua,11936,3 - 10001 até 20000
3200805,3 - Sudeste,32,Espírito Santo,Baixo Guandu,30998,4 - 20001 até 50000
3200904,3 - Sudeste,32,Espírito Santo,Barra de São Francisco,44650,4 - 20001 até 50000
3201001,3 - Sudeste,32,Espírito Santo,Boa Esperança,15037,3 - 10001 até 20000
3201100,3 - Sudeste,32,Espírito Santo,Bom Jesus do Norte,9936,2 - 5001 até 10000
3201159,3 - Sudeste,32,Espírito Santo,Brejetuba,12404,3 - 10001 até 20000
3201209,3 - Sudeste,32,Espírito Santo,Cachoeiro de Itapemirim,208972,6 - 100001 até 500000
3201308,3 - Sudeste,32,Espírito Santo,Cariacica,381285,6 - 100001 até 500000
3201407,3 - Sudeste,32,Espírito Santo,Castelo,37534,4 - 20001 até 50000
3201506,3 - Sudeste,32,Espírito Santo,Colatina,122499,6 - 100001 até 500000
3201605,3 - Sudeste,32,Espírito Santo,Conceição da Barra,31063,4 - 20001 até 50000
3201704,3 - Sudeste,32,Espírito Santo,Conceição do Castelo,12723,3 - 10001 até 20000
3201803,3 - Sudeste,32,Espírito Santo,Divino de São Lourenço,4304,1 - Até 5000
3201902,3 - Sudeste,32,Espírito Santo,Domingos Martins,33850,4 - 20001 até 50000
3202009,3 - Sudeste,32,Espírito Santo,Dores do Rio Preto,6749,2 - 5001 até 10000
3202108,3 - Sudeste,32,Espírito Santo,Ecoporanga,22923,4 - 20001 até 50000
3202207,3 - Sudeste,32,Espírito Santo,Fundão,21509,4 - 20001 até 50000
3202256,3 - Sudeste,32,Espírito Santo,Governador Lindenberg,12709,3 - 10001 até 20000
3202306,3 - Sudeste,32,Espírito Santo,Guaçuí,30867,4 - 20001 até 50000
3202405,3 - Sudeste,32,Espírito Santo,Guarapari,124859,6 - 100001 até 500000
3202454,3 - Sudeste,32,Espírito Santo,Ibatiba,26082,4 - 20001 até 50000
3202504,3 - Sudeste,32,Espírito Santo,Ibiraçu,12479,3 - 10001 até 20000
3202553,3 - Sudeste,32,Espírito Santo,Ibitirama,8889,2 - 5001 até 10000
3202603,3 - Sudeste,32,Espírito Santo,Iconha,13860,3 - 10001 até 20000
3202652,3 - Sudeste,32,Espírito Santo,Irupi,13377,3 - 10001 até 20000
3202702,3 - Sudeste,32,Espírito Santo,Itaguaçu,14066,3 - 10001 até 20000
3202801,3 - Sudeste,32,Espírito Santo,Itapemirim,34348,4 - 20001 até 50000
3202900,3 - Sudeste,32,Espírito Santo,Itarana,10555,3 - 10001 até 20000
3203007,3 - Sudeste,32,Espírito Santo,Iúna,29161,4 - 20001 até 50000
3203056,3 - Sudeste,32,Espírito Santo,Jaguaré,30477,4 - 20001 até 50000
3203106,3 - Sudeste,32,Espírito Santo,Jerônimo Monteiro,12192,3 - 10001 até 20000
3203130,3 - Sudeste,32,Espírito Santo,João Neiva,16668,3 - 10001 até 20000
3203163,3 - Sudeste,32,Espírito Santo,Laranja da Terra,10947,3 - 10001 até 20000
3203205,3 - Sudeste,32,Espírito Santo,Linhares,173555,6 - 100001 até 500000
3203304,3 - Sudeste,32,Espírito Santo,Mantenópolis,15350,3 - 10001 até 20000
3203320,3 - Sudeste,32,Espírito Santo,Marataízes,38499,4 - 20001 até 50000
3203346,3 - Sudeste,32,Espírito Santo,Marechal Floriano,16694,3 - 10001 até 20000
3203353,3 - Sudeste,32,Espírito Santo,Marilândia,12833,3 - 10001 até 20000
3203403,3 - Sudeste,32,Espírito Santo,Mimoso do Sul,26153,4 - 20001 até 50000
3203502,3 - Sudeste,32,Espírito Santo,Montanha,18833,3 - 10001 até 20000
3203601,3 - Sudeste,32,Espírito Santo,Mucurici,5524,2 - 5001 até 10000
3203700,3 - Sudeste,32,Espírito Santo,Muniz Freire,17465,3 - 10001 até 20000
3203809,3 - Sudeste,32,Espírito Santo,Muqui,15449,3 - 10001 até 20000
3203908,3 - Sudeste,32,Espírito Santo,Nova Venécia,50110,5 - 50001 até 100000
3204005,3 - Sudeste,32,Espírito Santo,Pancas,23184,4 - 20001 até 50000
3204054,3 - Sudeste,32,Espírito Santo,Pedro Canário,26184,4 - 20001 até 50000
3204104,3 - Sudeste,32,Espírito Santo,Pinheiros,27047,4 - 20001 até 50000
3204203,3 - Sudeste,32,Espírito Santo,Piúma,21711,4 - 20001 até 50000
3204252,3 - Sudeste,32,Espírito Santo,Ponto Belo,7863,2 - 5001 até 10000
3204302,3 - Sudeste,32,Espírito Santo,Presidente Kennedy,11574,3 - 10001 até 20000
3204351,3 - Sudeste,32,Espírito Santo,Rio Bananal,19141,3 - 10001 até 20000
3204401,3 - Sudeste,32,Espírito Santo,Rio Novo do Sul,11622,3 - 10001 até 20000
3204500,3 - Sudeste,32,Espírito Santo,Santa Leopoldina,12224,3 - 10001 até 20000
3204559,3 - Sudeste,32,Espírito Santo,Santa Maria de Jetibá,40431,4 - 20001 até 50000
3204609,3 - Sudeste,32,Espírito Santo,Santa Teresa,23590,4 - 20001 até 50000
3204658,3 - Sudeste,32,Espírito Santo,São Domingos do Norte,8638,2 - 5001 até 10000
3204708,3 - Sudeste,32,Espírito Santo,São Gabriel da Palha,37947,4 - 20001 até 50000
3204807,3 - Sudeste,32,Espírito Santo,São José do Calçado,10556,3 - 10001 até 20000
3204906,3 - Sudeste,32,Espírito Santo,São Mateus,130611,6 - 100001 até 500000
3204955,3 - Sudeste,32,Espírito Santo,São Roque do Canaã,12415,3 - 10001 até 20000
3205002,3 - Sudeste,32,Espírito Santo,Serra,517510,7 - Maior que 500000
3205010,3 - Sudeste,32,Espírito Santo,Sooretama,30070,4 - 20001 até 50000
3205036,3 - Sudeste,32,Espírito Santo,Vargem Alta,21402,4 - 20001 até 50000
3205069,3 - Sudeste,32,Espírito Santo,Venda Nova do Imigrante,25277,4 - 20001 até 50000
3205101,3 - Sudeste,32,Espírito Santo,Viana,78239,5 - 50001 até 100000
3205150,3 - Sudeste,32,Espírito Santo,Vila Pavão,9208,2 - 5001 até 10000
3205176,3 - Sudeste,32,Espírito Santo,Vila Valério,14080,3 - 10001 até 20000
3205200,3 - Sudeste,32,Espírito Santo,Vila Velha,493838,6 - 100001 até 500000
3205309,3 - Sudeste,32,Espírito Santo,Vitória,362097,6 - 100001 até 500000
3300100,3 - Sudeste,33,Rio de Janeiro,Angra dos Reis,203785,6 - 100001 até 500000
3300159,3 - Sudeste,33,Rio de Janeiro,Aperibé,11759,3 - 10001 até 20000
3300209,3 - Sudeste,33,Rio de Janeiro,Araruama,132400,6 - 100001 até 500000
3300225,3 - Sudeste,33,Rio de Janeiro,Areal,12572,3 - 10001 até 20000
3300233,3 - Sudeste,33,Rio de Janeiro,Armação dos Búzios,40532,4 - 20001 até 50000
3300258,3 - Sudeste,33,Rio de Janeiro,Arraial do Cabo,30349,4 - 20001 até 50000
3300308,3 - Sudeste,33,Rio de Janeiro,Barra do Piraí,100374,6 - 100001 até 500000
3300407,3 - Sudeste,33,Rio de Janeiro,Barra Mansa,184412,6 - 100001 até 500000
3300456,3 - Sudeste,33,Rio de Janeiro,Belford Roxo,510906,7 - Maior que 500000
3300506,3 - Sudeste,33,Rio de Janeiro,Bom Jardim,27446,4 - 20001 até 50000
3300605,3 - Sudeste,33,Rio de Janeiro,Bom Jesus do Itabapoana,37096,4 - 20001 até 50000
3300704,3 - Sudeste,33,Rio de Janeiro,Cabo Frio,219863,6 - 100001 até 500000
3300803,3 - Sudeste,33,Rio de Janeiro,Cachoeiras de Macacu,58937,5 - 50001 até 100000
3300902,3 - Sudeste,33,Rio de Janeiro,Cambuci,15505,3 - 10001 até 20000
3300936,3 - Sudeste,33,Rio de Janeiro,Carapebus,16301,3 - 10001 até 20000
3300951,3 - Sudeste,33,Rio de Janeiro,Comendador Levy Gasparian,8561,2 - 5001 até 10000
3301009,3 - Sudeste,33,Rio de Janeiro,Campos dos Goytacazes,507548,7 - Maior que 500000
3301108,3 - Sudeste,33,Rio de Janeiro,Cantagalo,20172,4 - 20001 até 50000
3301157,3 - Sudeste,33,Rio de Janeiro,Cardoso Moreira,12823,3 - 10001 até 20000
3301207,3 - Sudeste,33,Rio de Janeiro,Carmo,18895,3 - 10001 até 20000
3301306,3 - Sudeste,33,Rio de Janeiro,Casimiro de Abreu,44184,4 - 20001 até 50000
3301405,3 - Sudeste,33,Rio de Janeiro,Conceição de Macabu,23228,4 - 20001 até 50000
3301504,3 - Sudeste,33,Rio de Janeiro,Cordeiro,21926,4 - 20001 até 50000
3301603,3 - Sudeste,33,Rio de Janeiro,Duas Barras,11492,3 - 10001 até 20000
3301702,3 - Sudeste,33,Rio de Janeiro,Duque de Caxias,919596,7 - Maior que 500000
3301801,3 - Sudeste,33,Rio de Janeiro,Engenheiro Paulo de Frontin,14002,3 - 10001 até 20000
3301850,3 - Sudeste,33,Rio de Janeiro,Guapimirim,60517,5 - 50001 até 100000
3301876,3 - Sudeste,33,Rio de Janeiro,Iguaba Grande,28310,4 - 20001 até 50000
3301900,3 - Sudeste,33,Rio de Janeiro,Itaboraí,240592,6 - 100001 até 500000
3302007,3 - Sudeste,33,Rio de Janeiro,Itaguaí,133019,6 - 100001 até 500000
3302056,3 - Sudeste,33,Rio de Janeiro,Italva,15207,3 - 10001 até 20000
3302106,3 - Sudeste,33,Rio de Janeiro,Itaocara,23234,4 - 20001 até 50000
3302205,3 - Sudeste,33,Rio de Janeiro,Itaperuna,103224,6 - 100001 até 500000
3302254,3 - Sudeste,33,Rio de Janeiro,Itatiaia,31805,4 - 20001 até 50000
3302270,3 - Sudeste,33,Rio de Janeiro,Japeri,104768,6 - 100001 até 500000
3302304,3 - Sudeste,33,Rio de Janeiro,Laje do Muriaé,7355,2 - 5001 até 10000
3302403,3 - Sudeste,33,Rio de Janeiro,Macaé,256672,6 - 100001 até 500000
3302452,3 - Sudeste,33,Rio de Janeiro,Macuco,5599,2 - 5001 até 10000
3302502,3 - Sudeste,33,Rio de Janeiro,Magé,245071,6 - 100001 até 500000
3302601,3 - Sudeste,33,Rio de Janeiro,Mangaratiba,44468,4 - 20001 até 50000
3302700,3 - Sudeste,33,Rio de Janeiro,Maricá,161207,6 - 100001 até 500000
3302809,3 - Sudeste,33,Rio de Janeiro,Mendes,18614,3 - 10001 até 20000
3302858,3 - Sudeste,33,Rio de Janeiro,Mesquita,176103,6 - 100001 até 500000
3302908,3 - Sudeste,33,Rio de Janeiro,Miguel Pereira,25538,4 - 20001 até 50000
3303005,3 - Sudeste,33,Rio de Janeiro,Miracema,27174,4 - 20001 até 50000
3303104,3 - Sudeste,33,Rio de Janeiro,Natividade,15317,3 - 10001 até 20000
3303203,3 - Sudeste,33,Rio de Janeiro,Nilópolis,162485,6 - 100001 até 500000
3303302,3 - Sudeste,33,Rio de Janeiro,Niterói,513584,7 - Maior que 500000
3303401,3 - Sudeste,33,Rio de Janeiro,Nova Friburgo,190631,6 - 100001 até 500000
3303500,3 - Sudeste,33,Rio de Janeiro,Nova Iguaçu,821128,7 - Maior que 500000
3303609,3 - Sudeste,33,Rio de Janeiro,Paracambi,52257,5 - 50001 até 100000
3303708,3 - Sudeste,33,Rio de Janeiro,Paraíba do Sul,44285,4 - 20001 até 50000
3303807,3 - Sudeste,33,Rio de Janeiro,Paraty,43165,4 - 20001 até 50000
3303856,3 - Sudeste,33,Rio de Janeiro,Paty do Alferes,27769,4 - 20001 até 50000
3303906,3 - Sudeste,33,Rio de Janeiro,Petrópolis,306191,6 - 100001 até 500000
3303955,3 - Sudeste,33,Rio de Janeiro,Pinheiral,25156,4 - 20001 até 50000
3304003,3 - Sudeste,33,Rio de Janeiro,Piraí,29277,4 - 20001 até 50000
3304102,3 - Sudeste,33,Rio de Janeiro,Porciúncula,18847,3 - 10001 até 20000
3304110,3 - Sudeste,33,Rio de Janeiro,Porto Real,19683,3 - 10001 até 20000
3304128,3 - Sudeste,33,Rio de Janeiro,Quatis,14302,3 - 10001 até 20000
3304144,3 - Sudeste,33,Rio de Janeiro,Queimados,150319,6 - 100001 até 500000
3304151,3 - Sudeste,33,Rio de Janeiro,Quissamã,24700,4 - 20001 até 50000
3304201,3 - Sudeste,33,Rio de Janeiro,Resende,131341,6 - 100001 até 500000
3304300,3 - Sudeste,33,Rio de Janeiro,Rio Bonito,60201,5 - 50001 até 100000
3304409,3 - Sudeste,33,Rio de Janeiro,Rio Claro,18529,3 - 10001 até 20000
3304508,3 - Sudeste,33,Rio de Janeiro,Rio das Flores,9284,2 - 5001 até 10000
3304524,3 - Sudeste,33,Rio de Janeiro,Rio das Ostras,150674,6 - 100001 até 500000
3304557,3 - Sudeste,33,Rio de Janeiro,Rio de Janeiro,6718903,7 - Maior que 500000
3304607,3 - Sudeste,33,Rio de Janeiro,Santa Maria Madalena,10404,3 - 10001 até 20000
3304706,3 - Sudeste,33,Rio de Janeiro,Santo Antônio de Pádua,42479,4 - 20001 até 50000
3304755,3 - Sudeste,33,Rio de Janeiro,São Francisco de Itabapoana,42205,4 - 20001 até 50000
3304805,3 - Sudeste,33,Rio de Janeiro,São Fidélis,38669,4 - 20001 até 50000
3304904,3 - Sudeste,33,Rio de Janeiro,São Gonçalo,1084839,7 - Maior que 500000
3305000,3 - Sudeste,33,Rio de Janeiro,São João da Barra,36102,4 - 20001 até 50000
3305109,3 - Sudeste,33,Rio de Janeiro,São João de Meriti,472406,6 - 100001 até 500000
3305133,3 - Sudeste,33,Rio de Janeiro,São José de Ubá,7171,2 - 5001 até 10000
3305158,3 - Sudeste,33,Rio de Janeiro,São José do Vale do Rio Preto,21795,4 - 20001 até 50000
3305208,3 - Sudeste,33,Rio de Janeiro,São Pedro da Aldeia,104476,6 - 100001 até 500000
3305307,3 - Sudeste,33,Rio de Janeiro,São Sebastião do Alto,9357,2 - 5001 até 10000
3305406,3 - Sudeste,33,Rio de Janeiro,Sapucaia,18228,3 - 10001 até 20000
3305505,3 - Sudeste,33,Rio de Janeiro,Saquarema,89170,5 - 50001 até 100000
3305554,3 - Sudeste,33,Rio de Janeiro,Seropédica,82312,5 - 50001 até 100000
3305604,3 - Sudeste,33,Rio de Janeiro,Silva Jardim,21774,4 - 20001 até 50000
3305703,3 - Sudeste,33,Rio de Janeiro,Sumidouro,15623,3 - 10001 até 20000
3305752,3 - Sudeste,33,Rio de Janeiro,Tanguá,34309,4 - 20001 até 50000
3305802,3 - Sudeste,33,Rio de Janeiro,Teresópolis,182594,6 - 100001 até 500000
3305901,3 - Sudeste,33,Rio de Janeiro,Trajano de Moraes,10626,3 - 10001 até 20000
3306008,3 - Sudeste,33,Rio de Janeiro,Três Rios,81804,5 - 50001 até 100000
3306107,3 - Sudeste,33,Rio de Janeiro,Valença,76523,5 - 50001 até 100000
3306156,3 - Sudeste,33,Rio de Janeiro,Varre-Sai,11000,3 - 10001 até 20000
3306206,3 - Sudeste,33,Rio de Janeiro,Vassouras,36896,4 - 20001 até 50000
3306305,3 - Sudeste,33,Rio de Janeiro,Volta Redonda,273012,6 - 100001 até 500000
3500105,3 - Sudeste,35,São Paulo,Adamantina,35068,4 - 20001 até 50000
3500204,3 - Sudeste,35,São Paulo,Adolfo,3562,1 - Até 5000
3500303,3 - Sudeste,35,São Paulo,Aguaí,36305,4 - 20001 até 50000
3500402,3 - Sudeste,35,São Paulo,Águas da Prata,8180,2 - 5001 até 10000
3500501,3 - Sudeste,35,São Paulo,Águas de Lindóia,18705,3 - 10001 até 20000
3500550,3 - Sudeste,35,São Paulo,Águas de Santa Bárbara,6075,2 - 5001 até 10000
3500600,3 - Sudeste,35,São Paulo,Águas de São Pedro,3451,1 - Até 5000
3500709,3 - Sudeste,35,São Paulo,Agudos,37214,4 - 20001 até 50000
3500758,3 - Sudeste,35,São Paulo,Alambari,6025,2 - 5001 até 10000
3500808,3 - Sudeste,35,São Paulo,Alfredo Marcondes,4166,1 - Até 5000
3500907,3 - Sudeste,35,São Paulo,Altair,4160,1 - Até 5000
3501004,3 - Sudeste,35,São Paulo,Altinópolis,16184,3 - 10001 até 20000
3501103,3 - Sudeste,35,São Paulo,Alto Alegre,4099,1 - Até 5000
3501152,3 - Sudeste,35,São Paulo,Alumínio,18628,3 - 10001 até 20000
3501202,3 - Sudeste,35,São Paulo,Álvares Florence,3679,1 - Até 5000
3501301,3 - Sudeste,35,São Paulo,Álvares Machado,24915,4 - 20001 até 50000
3501400,3 - Sudeste,35,São Paulo,Álvaro de Carvalho,5227,2 - 5001 até 10000
3501509,3 - Sudeste,35,São Paulo,Alvinlândia,3222,1 - Até 5000
3501608,3 - Sudeste,35,São Paulo,Americana,239597,6 - 100001 até 500000
3501707,3 - Sudeste,35,São Paulo,Américo Brasiliense,40504,4 - 20001 até 50000
3501806,3 - Sudeste,35,São Paulo,Américo de Campos,5969,2 - 5001 até 10000
3501905,3 - Sudeste,35,São Paulo,Amparo,72195,5 - 50001 até 100000
3502002,3 - Sudeste,35,São Paulo,Analândia,4995,1 - Até 5000
3502101,3 - Sudeste,35,São Paulo,Andradina,57157,5 - 50001 até 100000
3502200,3 - Sudeste,35,São Paulo,Angatuba,25228,4 - 20001 até 50000
3502309,3 - Sudeste,35,São Paulo,Anhembi,6724,2 - 5001 até 10000
3502408,3 - Sudeste,35,São Paulo,Anhumas,4115,1 - Até 5000
3502507,3 - Sudeste,35,São Paulo,Aparecida,36157,4 - 20001 até 50000
3502606,3 - Sudeste,35,São Paulo,Aparecida d'Oeste,4196,1 - Até 5000
3502705,3 - Sudeste,35,São Paulo,Apiaí,24374,4 - 20001 até 50000
3502754,3 - Sudeste,35,São Paulo,Araçariguama,22364,4 - 20001 até 50000
3502804,3 - Sudeste,35,São Paulo,Araçatuba,197016,6 - 100001 até 500000
3502903,3 - Sudeste,35,São Paulo,Araçoiaba da Serra,34146,4 - 20001 até 50000
3503000,3 - Sudeste,35,São Paulo,Aramina,5620,2 - 5001 até 10000
3503109,3 - Sudeste,35,São Paulo,Arandu,6357,2 - 5001 até 10000
3503158,3 - Sudeste,35,São Paulo,Arapeí,2469,1 - Até 5000
3503208,3 - Sudeste,35,São Paulo,Araraquara,236072,6 - 100001 até 500000
3503307,3 - Sudeste,35,São Paulo,Araras,134236,6 - 100001 até 500000
3503356,3 - Sudeste,35,São Paulo,Arco-Íris,1791,1 - Até 5000
3503406,3 - Sudeste,35,São Paulo,Arealva,8560,2 - 5001 até 10000
3503505,3 - Sudeste,35,São Paulo,Areias,3886,1 - Até 5000
3503604,3 - Sudeste,35,São Paulo,Areiópolis,11129,3 - 10001 até 20000
3503703,3 - Sudeste,35,São Paulo,Ariranha,9668,2 - 5001 até 10000
3503802,3 - Sudeste,35,São Paulo,Artur Nogueira,54408,5 - 50001 até 100000
3503901,3 - Sudeste,35,São Paulo,Arujá,89824,5 - 50001 até 100000
3503950,3 - Sudeste,35,São Paulo,Aspásia,1822,1 - Até 5000
3504008,3 - Sudeste,35,São Paulo,Assis,104386,6 - 100001 até 500000
3504107,3 - Sudeste,35,São Paulo,Atibaia,142761,6 - 100001 até 500000
3504206,3 - Sudeste,35,São Paulo,Auriflama,15189,3 - 10001 até 20000
3504305,3 - Sudeste,35,São Paulo,Avaí,5403,2 - 5001 até 10000
3504404,3 - Sudeste,35,São Paulo,Avanhandava,13649,3 - 10001 até 20000
3504503,3 - Sudeste,35,São Paulo,Avaré,90655,5 - 50001 até 100000
3504602,3 - Sudeste,35,São Paulo,Bady Bassitt,17502,3 - 10001 até 20000
3504701,3 - Sudeste,35,São Paulo,Balbinos,5735,2 - 5001 até 10000
3504800,3 - Sudeste,35,São Paulo,Bálsamo,9068,2 - 5001 até 10000
3504909,3 - Sudeste,35,São Paulo,Bananal,10945,3 - 10001 até 20000
3505005,3 - Sudeste,35,São Paulo,Barão de Antonina,3469,1 - Até 5000
3505104,3 - Sudeste,35,São Paulo,Barbosa,7402,2 - 5001 até 10000
3505203,3 - Sudeste,35,São Paulo,Bariri,35264,4 - 20001 até 50000
3505302,3 - Sudeste,35,São Paulo,Barra Bonita,36126,4 - 20001 até 50000
3505351,3 - Sudeste,35,São Paulo,Barra do Chapéu,5724,2 - 5001 até 10000
3505401,3 - Sudeste,35,São Paulo,Barra do Turvo,7659,2 - 5001 até 10000
3505500,3 - Sudeste,35,São Paulo,Barretos,122098,6 - 100001 até 500000
3505609,3 - Sudeste,35,São Paulo,Barrinha,32812,4 - 20001 até 50000
3505708,3 - Sudeste,35,São Paulo,Barueri,274182,6 - 100001 até 500000
3505807,3 - Sudeste,35,São Paulo,Bastos,20953,4 - 20001 até 50000
3505906,3 - Sudeste,35,São Paulo,Batatais,62508,5 - 50001 até 100000
3506003,3 - Sudeste,35,São Paulo,Bauru,376818,6 - 100001 até 500000
3506102,3 - Sudeste,35,São Paulo,Bebedouro,77496,5 - 50001 até 100000
3506201,3 - Sudeste,35,São Paulo,Bento de Abreu,2980,1 - Até 5000
3506300,3 - Sudeste,35,São Paulo,Bernardino de Campos,11148,3 - 10001 até 20000
3506359,3 - Sudeste,35,São Paulo,Bertioga,63249,5 - 50001 até 100000
3506409,3 - Sudeste,35,São Paulo,Bilac,8034,2 - 5001 até 10000
3506508,3 - Sudeste,35,São Paulo,Birigui,123638,6 - 100001 até 500000
3506607,3 - Sudeste,35,São Paulo,Biritiba-Mirim,32598,4 - 20001 até 50000
3506706,3 - Sudeste,35,São Paulo,Boa Esperança do Sul,14923,3 - 10001 até 20000
3506805,3 - Sudeste,35,São Paulo,Bocaina,12329,3 - 10001 até 20000
3506904,3 - Sudeste,35,São Paulo,Bofete,11730,3 - 10001 até 20000
3507001,3 - Sudeste,35,São Paulo,Boituva,60997,5 - 50001 até 100000
3507100,3 - Sudeste,35,São Paulo,Bom Jesus dos Perdões,25448,4 - 20001 até 50000
3507159,3 - Sudeste,35,São Paulo,Bom Sucesso de Itararé,3954,1 - Até 5000
3507209,3 - Sudeste,35,São Paulo,Borá,837,1 - Até 5000
3507308,3 - Sudeste,35,São Paulo,Boracéia,4823,1 - Até 5000
3507407,3 - Sudeste,35,São Paulo,Borborema,16046,3 - 10001 até 20000
3507456,3 - Sudeste,35,São Paulo,Borebi,2653,1 - Até 5000
3507506,3 - Sudeste,35,São Paulo,Botucatu,146497,6 - 100001 até 500000
3507605,3 - Sudeste,35,São Paulo,Bragança Paulista,168668,6 - 100001 até 500000
3507704,3 - Sudeste,35,São Paulo,Braúna,5686,2 - 5001 até 10000
3507753,3 - Sudeste,35,São Paulo,Brejo Alegre,2865,1 - Até 5000
3507803,3 - Sudeste,35,São Paulo,Brodowski,24939,4 - 20001 até 50000
3507902,3 - Sudeste,35,São Paulo,Brotas,24403,4 - 20001 até 50000
3508009,3 - Sudeste,35,São Paulo,Buri,19878,3 - 10001 até 20000
3508108,3 - Sudeste,35,São Paulo,Buritama,17144,3 - 10001 até 20000
3508207,3 - Sudeste,35,São Paulo,Buritizal,4481,1 - Até 5000
3508306,3 - Sudeste,35,São Paulo,Cabrália Paulista,4264,1 - Até 5000
3508405,3 - Sudeste,35,São Paulo,Cabreúva,49707,4 - 20001 até 50000
3508504,3 - Sudeste,35,São Paulo,Caçapava,94263,5 - 50001 até 100000
3508603,3 - Sudeste,35,São Paulo,Cachoeira Paulista,33327,4 - 20001 até 50000
3508702,3 - Sudeste,35,São Paulo,Caconde,18985,3 - 10001 até 20000
3508801,3 - Sudeste,35,São Paulo,Cafelândia,17767,3 - 10001 até 20000
3508900,3 - Sudeste,35,São Paulo,Caiabu,4191,1 - Até 5000
3509007,3 - Sudeste,35,São Paulo,Caieiras,101470,6 - 100001 até 500000
3509106,3 - Sudeste,35,São Paulo,Caiuá,5874,2 - 5001 até 10000
3509205,3 - Sudeste,35,São Paulo,Cajamar,76801,5 - 50001 até 100000
3509254,3 - Sudeste,35,São Paulo,Cajati,28549,4 - 20001 até 50000
3509304,3 - Sudeste,35,São Paulo,Cajobi,10542,3 - 10001 até 20000
3509403,3 - Sudeste,35,São Paulo,Cajuru,26167,4 - 20001 até 50000
3509452,3 - Sudeste,35,São Paulo,Campina do Monte Alegre,6024,2 - 5001 até 10000
3509502,3 - Sudeste,35,São Paulo,Campinas,1204073,7 - Maior que 500000
3509601,3 - Sudeste,35,São Paulo,Campo Limpo Paulista,84650,5 - 50001 até 100000
3509700,3 - Sudeste,35,São Paulo,Campos do Jordão,52088,5 - 50001 até 100000
3509809,3 - Sudeste,35,São Paulo,Campos Novos Paulista,4965,1 - Até 5000
3509908,3 - Sudeste,35,São Paulo,Cananéia,12540,3 - 10001 até 20000
3509957,3 - Sudeste,35,São Paulo,Canas,5138,2 - 5001 até 10000
3510005,3 - Sudeste,35,São Paulo,Cândido Mota,31280,4 - 20001 até 50000
3510104,3 - Sudeste,35,São Paulo,Cândido Rodrigues,2793,1 - Até 5000
3510153,3 - Sudeste,35,São Paulo,Canitar,5216,2 - 5001 até 10000
3510203,3 - Sudeste,35,São Paulo,Capão Bonito,47138,4 - 20001 até 50000
3510302,3 - Sudeste,35,São Paulo,Capela do Alto,20706,4 - 20001 até 50000
3510401,3 - Sudeste,35,São Paulo,Capivari,55768,5 - 50001 até 100000
3510500,3 - Sudeste,35,São Paulo,Caraguatatuba,121532,6 - 100001 até 500000
3510609,3 - Sudeste,35,São Paulo,Carapicuíba,400927,6 - 100001 até 500000
3510708,3 - Sudeste,35,São Paulo,Cardoso,12326,3 - 10001 até 20000
3510807,3 - Sudeste,35,São Paulo,Casa Branca,30380,4 - 20001 até 50000
3510906,3 - Sudeste,35,São Paulo,Cássia dos Coqueiros,2523,1 - Até 5000
3511003,3 - Sudeste,35,São Paulo,Castilho,21006,4 - 20001 até 50000
3511102,3 - Sudeste,35,São Paulo,Catanduva,121862,6 - 100001 até 500000
3511201,3 - Sudeste,35,São Paulo,Catiguá,7804,2 - 5001 até 10000
3511300,3 - Sudeste,35,São Paulo,Cedral,9237,2 - 5001 até 10000
3511409,3 - Sudeste,35,São Paulo,Cerqueira César,19985,3 - 10001 até 20000
3511508,3 - Sudeste,35,São Paulo,Cerquilho,48949,4 - 20001 até 50000
3511607,3 - Sudeste,35,São Paulo,Cesário Lange,18148,3 - 10001 até 20000
3511706,3 - Sudeste,35,São Paulo,Charqueada,17190,3 - 10001 até 20000
3511904,3 - Sudeste,35,São Paulo,Clementina,8617,2 - 5001 até 10000
3512001,3 - Sudeste,35,São Paulo,Colina,18468,3 - 10001 até 20000
3512100,3 - Sudeste,35,São Paulo,Colômbia,6210,2 - 5001 até 10000
3512209,3 - Sudeste,35,São Paulo,Conchal,28050,4 - 20001 até 50000
3512308,3 - Sudeste,35,São Paulo,Conchas,17896,3 - 10001 até 20000
3512407,3 - Sudeste,35,São Paulo,Cordeirópolis,24528,4 - 20001 até 50000
3512506,3 - Sudeste,35,São Paulo,Coroados,6058,2 - 5001 até 10000
